, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, abs_title_sentiment_polarity, abs_title_subjectivity, average_token_length, avg_negative_polarity, avg_positive_polarity, data_channel_is_bus, data_channel_is_entertainment, data_channel_is_lifestyle, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, global_rate_negative_words, global_rate_positive_words, global_sentiment_polarity, global_subjectivity, is_weekend, kw_avg_avg, kw_avg_max, kw_avg_min, kw_max_avg, kw_max_max, kw_max_min, kw_min_avg, kw_min_max, kw_min_min, max_negative_polarity, max_positive_polarity, min_negative_polarity, min_positive_polarity, n_non_stop_unique_tokens, n_non_stop_words, n_tokens_content, n_tokens_title, n_unique_tokens, num_hrefs, num_imgs, num_keywords, num_self_hrefs, num_videos, rate_negative_words, rate_positive_words, self_reference_avg_sharess, self_reference_max_shares, self_reference_min_shares, title_sentiment_polarity, title_subjectivity, weekday_is_friday, weekday_is_monday, weekday_is_saturday, weekday_is_sunday, weekday_is_thursday, weekday_is_tuesday, weekday_is_wednesday, shares
267,0,4,0,0,0,0,9,8,5,2,0.0,1.0,0.0,0.0,0.0,0.0,1,5,6,5,0.0,2,4,3,5,9,0,3,0,0,8,9,2,0,6,9,1,3,6,0,0,7,0,0,4,5,4,1,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
268,2,4,0,7,0,2,0,6,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,5,0.0,2,5,0,0,9,0,7,1,0,9,9,0,1,6,9,0,2,6,0,0,7,0,0,3,5,0,1,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
269,0,0,0,3,0,0,9,7,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0,2,6,4,0.0,3,6,2,1,7,0,8,0,0,9,7,9,2,7,9,0,2,6,0,0,6,0,0,0,9,0,0,0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
270,0,0,9,0,0,6,9,8,7,2,0.0,0.0,0.0,0.0,0.0,1.0,1,1,4,2,0.0,1,2,0,0,9,0,0,0,0,9,7,1,0,5,9,1,5,3,0,0,7,0,0,5,6,0,0,0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
271,0,0,0,0,0,2,0,7,6,4,0.0,0.0,1.0,0.0,0.0,0.0,1,3,5,5,0.0,1,0,1,0,8,0,4,0,9,9,9,3,0,6,9,0,2,5,0,0,8,0,0,2,6,0,0,0,3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
272,0,0,0,8,0,1,1,9,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,5,1.0,2,3,1,0,9,0,0,0,0,7,7,5,0,6,9,0,2,4,0,2,9,0,0,2,5,0,0,0,6,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100
273,0,0,0,0,4,0,9,7,6,3,0.0,0.0,1.0,0.0,1.0,0.0,1,3,5,5,0.0,1,2,0,0,9,0,3,0,0,9,4,2,2,6,9,5,2,6,0,1,8,0,0,4,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
274,0,0,4,5,9,0,9,7,5,4,0.0,0.0,1.0,0.0,1.0,0.0,2,3,7,6,1.0,1,2,0,1,9,0,5,0,0,8,5,3,1,7,9,1,1,5,0,0,7,0,0,2,6,0,4,0,5,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
275,8,0,2,0,1,0,9,7,6,2,1.0,0.0,0.0,0.0,0.0,0.0,1,3,5,4,0.0,1,2,0,0,9,0,0,0,0,8,8,5,1,5,9,3,6,3,0,0,9,1,0,2,8,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
276,1,0,0,5,0,0,9,8,6,4,0.0,0.0,1.0,0.0,0.0,0.0,2,2,4,5,0.0,1,1,1,0,9,0,4,0,0,8,5,4,1,4,9,4,2,5,1,3,9,6,0,1,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
277,9,2,1,0,0,0,9,7,7,4,1.0,0.0,0.0,0.0,0.0,0.0,3,4,5,5,0.0,1,3,0,0,9,0,2,0,0,9,7,0,0,6,9,2,4,2,6,0,2,8,0,1,9,0,7,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
278,5,0,0,0,0,0,9,8,8,2,1.0,0.0,0.0,1.0,1.0,0.0,0,6,4,3,0.0,1,6,0,0,8,0,7,0,0,8,4,8,2,6,9,0,4,6,0,0,3,0,0,3,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
279,0,0,0,0,2,0,9,7,7,4,0.0,0.0,1.0,0.0,0.0,0.0,0,4,6,5,1.0,2,1,1,1,7,0,7,0,0,8,9,5,1,4,9,2,4,4,1,2,7,0,0,1,8,0,1,0,5,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1100
280,0,0,0,0,2,0,9,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,8,2,4,5,0.0,1,0,0,0,0,0,4,0,9,8,4,0,6,6,9,0,2,5,1,0,5,0,0,3,5,0,1,0,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
281,0,0,0,4,0,1,0,7,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0,6,6,6,0.0,1,1,0,0,9,0,0,0,0,5,9,5,1,5,9,1,2,5,0,0,5,1,0,2,8,0,0,0,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
282,9,0,0,0,0,0,9,7,8,3,1.0,0.0,0.0,0.0,0.0,0.0,2,5,4,4,0.0,1,2,0,0,8,0,7,0,0,8,9,3,1,6,9,7,2,4,3,0,5,2,0,2,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
283,0,0,0,3,0,5,3,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4,5,3,1.0,2,4,0,1,9,0,0,0,0,9,8,3,1,6,9,1,4,5,1,0,5,0,0,2,9,0,0,0,5,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
284,0,0,0,8,5,5,4,7,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,5,0.0,1,4,0,0,7,0,5,0,0,9,6,0,1,6,9,7,2,5,0,0,4,0,0,5,6,0,3,0,4,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1100
285,0,0,0,0,5,0,9,7,6,3,0.0,0.0,0.0,0.0,1.0,0.0,1,3,5,5,0.0,1,3,1,0,8,0,4,0,0,9,4,7,2,4,9,0,5,4,0,0,3,1,0,3,6,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
286,1,1,0,1,0,0,9,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0,5,6,5,1.0,1,2,0,2,9,0,0,0,0,9,9,5,0,5,9,2,3,4,1,1,9,3,0,1,9,0,1,0,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100
287,0,0,6,0,0,0,4,7,7,2,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,3,0.0,1,4,0,0,9,0,0,0,0,7,7,6,1,6,9,1,5,4,0,0,6,0,0,5,4,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
288,0,0,5,0,0,6,2,7,6,4,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,5,1.0,1,2,0,0,9,0,0,0,0,8,7,5,1,6,9,4,1,3,4,0,9,0,0,3,6,0,0,0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
289,4,1,1,0,2,0,3,7,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1,3,5,4,0.0,1,3,0,1,9,0,8,0,0,8,7,8,1,6,9,1,6,6,1,0,1,0,1,3,8,0,2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
290,0,0,0,0,0,4,2,7,6,5,0.0,1.0,0.0,0.0,0.0,0.0,1,3,3,5,0.0,1,3,0,0,9,0,0,0,0,8,9,4,1,7,9,0,4,7,0,0,6,1,0,6,4,0,0,0,7,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
291,6,0,0,3,4,2,0,7,8,3,1.0,0.0,0.0,0.0,1.0,0.0,1,3,3,4,0.0,1,3,0,0,9,0,0,0,0,9,4,5,1,6,9,0,4,5,0,0,4,0,0,2,4,0,1,0,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
292,9,1,0,0,0,0,9,7,6,4,1.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,0.0,2,5,1,1,9,0,7,0,0,9,9,2,0,4,9,4,1,3,7,0,4,2,0,2,8,0,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
293,0,0,9,0,0,0,9,9,6,2,0.0,0.0,0.0,0.0,0.0,1.0,1,2,3,3,0.0,1,2,0,0,8,0,5,0,0,8,6,0,1,4,9,1,2,4,1,0,6,0,0,6,6,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
294,0,1,0,0,0,0,9,7,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,6,0.0,1,7,0,1,7,0,6,0,9,9,7,9,2,8,9,0,7,6,0,0,5,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
295,0,0,0,9,0,1,3,8,7,3,0.0,1.0,0.0,0.0,0.0,0.0,2,5,4,8,0.0,2,5,0,1,9,0,0,0,0,8,8,0,2,7,9,0,9,6,0,0,6,0,0,2,6,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
296,2,0,0,0,2,0,9,7,7,3,0.0,0.0,1.0,0.0,1.0,0.0,3,4,4,4,0.0,1,2,1,0,7,0,3,0,9,9,6,5,0,6,9,0,2,5,0,0,6,0,0,3,6,0,2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
297,0,0,0,5,0,0,9,7,4,4,1.0,0.0,0.0,1.0,0.0,0.0,6,4,3,5,0.0,2,0,0,1,0,3,4,0,0,9,3,6,6,6,9,0,2,6,0,0,7,0,0,4,5,1,3,0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
298,9,0,0,0,0,0,0,7,5,4,1.0,0.0,0.0,0.0,0.0,0.0,1,4,5,3,0.0,1,3,0,0,9,0,0,0,0,8,7,5,0,7,9,0,5,6,0,0,5,0,0,2,9,0,0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
299,0,0,8,0,5,0,2,7,6,3,0.0,0.0,0.0,0.0,1.0,1.0,4,2,3,5,0.0,1,5,0,0,9,0,4,0,0,7,3,1,2,5,9,1,7,6,0,0,7,0,0,4,4,0,0,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
300,0,1,1,0,0,0,6,8,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,0.0,1,2,0,1,9,2,4,0,0,7,4,4,1,5,9,1,4,5,0,0,3,0,0,5,6,0,0,0,4,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1100
301,9,1,0,0,0,0,9,8,7,3,1.0,0.0,0.0,0.0,0.0,0.0,2,2,5,4,0.0,1,4,0,0,9,0,0,0,0,7,4,5,0,5,9,1,3,4,1,0,6,0,0,1,5,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
302,5,1,1,0,2,0,9,8,7,3,1.0,0.0,0.0,0.0,1.0,0.0,1,2,4,4,0.0,2,5,0,0,9,0,8,0,0,8,5,6,1,5,9,1,2,4,0,0,1,3,0,3,7,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
303,0,0,0,0,0,0,9,8,9,4,1.0,0.0,0.0,0.0,0.0,0.0,4,1,4,4,0.0,2,6,2,0,9,0,2,0,0,9,4,9,1,1,9,0,5,6,0,0,9,0,0,0,5,0,0,7,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
304,7,0,0,0,0,1,6,6,6,3,1.0,0.0,0.0,0.0,0.0,0.0,1,4,4,5,0.0,5,0,4,0,0,0,0,0,9,7,7,0,0,6,9,0,5,5,0,0,5,0,0,3,8,0,2,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
305,0,0,8,0,0,0,9,8,7,1,0.0,0.0,0.0,0.0,0.0,1.0,0,2,4,3,0.0,1,4,0,0,9,0,3,0,0,8,5,8,2,6,9,0,5,5,0,0,7,0,0,8,5,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
306,0,0,3,0,0,3,9,8,7,3,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,3,0.0,1,0,2,0,0,0,0,0,0,8,5,5,1,6,9,1,3,5,1,0,9,0,0,4,5,0,0,0,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
307,0,0,0,2,2,5,0,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5,4,1.0,1,3,7,1,9,0,2,0,0,9,9,4,1,6,9,2,5,5,1,1,9,7,0,3,7,0,1,0,7,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
308,0,2,5,0,0,5,0,9,6,3,0.0,1.0,0.0,0.0,0.0,0.0,0,4,5,5,1.0,1,3,0,1,9,0,0,0,0,9,9,7,0,7,9,2,2,4,2,1,5,0,0,1,8,0,0,0,7,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100
309,0,0,0,1,7,4,0,7,6,4,0.0,0.0,0.0,0.0,0.0,0.0,3,2,4,6,1.0,3,3,0,0,9,0,4,0,0,7,7,5,1,5,9,2,4,3,1,0,7,0,0,3,6,0,0,0,7,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
310,0,0,0,0,9,5,7,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,1,3,7,5,1.0,1,2,2,0,7,0,2,0,0,8,9,7,1,5,9,0,3,5,1,0,7,1,0,1,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
311,0,2,7,0,0,2,3,7,8,4,0.0,0.0,0.0,0.0,0.0,1.0,2,3,3,6,0.0,1,2,0,0,9,0,0,0,0,8,9,5,2,6,9,0,4,6,2,0,8,0,0,3,6,0,0,0,6,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
312,5,5,0,3,0,2,0,7,6,3,1.0,1.0,0.0,0.0,0.0,0.0,1,5,6,5,0.0,1,2,0,1,9,0,0,0,0,8,7,5,1,6,9,2,4,5,0,0,4,3,0,2,8,0,0,0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
313,0,9,1,8,0,8,9,7,6,5,0.0,1.0,0.0,0.0,0.0,0.0,2,4,6,5,1.0,1,2,0,1,9,0,2,0,0,7,9,3,2,6,9,0,4,6,1,0,5,0,0,0,7,0,0,0,6,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
314,0,0,0,7,0,0,9,7,7,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,4,0.0,3,4,0,1,9,0,9,0,0,7,7,4,3,5,9,1,4,4,0,0,6,1,0,8,6,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
315,0,0,1,0,9,0,9,7,8,4,0.0,0.0,0.0,0.0,1.0,0.0,2,3,4,5,0.0,1,5,0,0,9,0,3,0,0,8,9,4,0,5,9,0,4,5,0,0,9,0,0,3,5,0,0,8,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
316,0,0,0,4,9,1,1,8,7,4,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,4,1.0,2,2,1,1,9,0,0,0,0,8,9,5,1,5,9,1,4,5,0,1,6,5,0,3,8,0,1,1,4,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1100
317,3,0,0,0,2,0,9,7,7,3,0.0,0.0,1.0,0.0,0.0,0.0,1,4,5,5,1.0,1,1,1,0,8,0,2,0,0,8,9,3,2,6,9,1,2,5,0,0,8,0,0,1,9,0,0,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
318,0,0,0,5,0,1,4,7,8,5,0.0,0.0,0.0,0.0,0.0,0.0,5,2,2,6,1.0,3,6,0,1,9,0,5,0,0,8,4,5,3,6,9,0,5,6,0,0,5,0,0,5,6,2,1,1,5,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1100
319,0,0,9,0,0,0,9,7,8,3,0.0,0.0,0.0,0.0,0.0,1.0,1,2,5,3,0.0,0,3,1,0,0,0,0,0,0,9,5,3,0,5,9,1,2,4,0,0,7,0,0,3,4,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
320,0,5,0,0,0,0,9,7,7,4,0.0,1.0,0.0,0.0,0.0,0.0,1,3,6,5,0.0,1,3,0,0,9,0,0,0,0,7,5,8,1,6,9,1,5,5,0,0,7,1,0,0,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
321,2,2,0,0,0,0,9,0,9,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,4,4,0.0,1,3,0,0,9,0,9,0,0,9,4,9,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
322,0,0,3,7,1,0,9,8,6,2,0.0,0.0,1.0,0.0,0.0,1.0,1,2,5,5,1.0,1,1,0,1,9,0,4,0,0,9,4,7,0,5,9,1,3,4,2,0,5,6,0,1,7,0,0,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
323,0,3,0,0,0,1,1,7,7,2,0.0,0.0,0.0,0.0,1.0,0.0,2,3,6,5,0.0,1,2,0,0,7,0,2,0,0,8,5,7,1,6,9,1,4,5,0,0,5,0,2,3,2,1,1,0,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
324,2,6,4,0,0,0,9,8,7,3,0.0,1.0,0.0,1.0,0.0,0.0,0,2,5,5,0.0,1,2,0,0,9,0,0,0,0,8,9,4,0,7,9,1,4,5,1,1,0,0,0,2,7,0,0,0,4,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
325,0,3,0,0,9,1,0,7,6,4,0.0,0.0,0.0,0.0,1.0,0.0,0,4,5,5,0.0,1,2,0,0,9,0,5,0,0,8,9,6,1,5,9,1,5,3,0,4,6,0,0,2,7,0,0,0,6,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
326,0,7,0,0,0,1,3,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,0.0,1,4,0,0,9,0,5,0,0,8,5,4,2,6,9,0,5,6,0,0,3,0,0,5,2,0,0,0,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
327,7,2,3,0,0,0,4,7,8,4,1.0,0.0,0.0,0.0,0.0,0.0,0,3,5,3,0.0,1,3,0,0,9,0,0,0,0,7,7,8,2,6,9,0,4,5,0,0,8,0,0,1,8,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
328,3,0,0,0,0,1,9,7,6,4,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,3,1.0,1,5,0,0,8,0,5,0,9,8,6,6,2,7,9,0,4,7,0,0,6,0,0,2,8,0,0,0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
329,1,7,0,0,0,0,9,7,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0,2,4,4,0.0,1,4,0,1,9,0,3,0,0,9,6,3,1,6,9,0,4,5,0,0,4,0,0,4,5,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
330,0,0,0,6,0,0,9,7,6,2,0.0,0.0,0.0,0.0,1.0,0.0,2,1,4,4,0.0,2,1,0,0,9,0,5,0,0,8,5,3,2,7,9,2,3,7,0,0,3,0,0,4,6,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
331,0,4,0,0,9,4,0,7,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0,5,5,6,0.0,1,1,0,0,9,0,0,0,9,8,7,8,0,6,9,1,5,4,0,0,5,2,0,3,8,0,0,0,7,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
332,0,1,1,0,0,0,9,7,7,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5,4,0.0,2,3,1,0,8,0,6,0,9,8,5,2,0,6,9,1,0,5,1,1,7,0,0,3,5,3,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
333,0,1,0,0,8,1,0,8,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4,6,5,0.0,2,7,0,0,9,0,4,0,0,6,9,5,2,6,9,0,4,7,0,0,5,0,0,2,8,0,0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
334,0,0,0,0,5,1,1,7,7,3,0.0,0.0,0.0,0.0,1.0,0.0,1,4,5,4,0.0,1,1,0,0,9,0,3,0,0,9,4,5,0,5,9,1,7,3,0,0,5,2,0,3,8,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
335,0,0,2,2,0,0,1,7,7,2,0.0,0.0,0.0,1.0,1.0,0.0,2,2,5,5,0.0,1,1,0,0,8,0,4,0,0,8,4,3,2,5,9,1,2,4,0,0,9,1,0,3,6,0,1,0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
336,7,0,1,1,0,6,8,8,7,3,0.0,0.0,0.0,1.0,0.0,0.0,2,4,7,6,0.0,1,7,1,0,9,0,8,0,9,8,9,4,7,5,9,2,2,4,2,2,7,0,0,3,7,0,2,8,6,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1100
337,0,0,8,0,0,0,9,7,9,3,0.0,0.0,0.0,0.0,0.0,1.0,0,2,6,0,0.0,2,0,0,0,9,0,0,0,0,9,9,9,2,6,9,0,2,5,0,0,6,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
338,4,0,0,0,0,1,9,7,8,2,0.0,0.0,0.0,0.0,1.0,0.0,1,5,5,4,0.0,1,1,0,0,9,1,7,0,0,8,7,4,0,8,9,1,5,7,0,0,8,0,0,2,8,0,8,0,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
339,0,5,7,0,2,3,3,7,7,4,0.0,1.0,0.0,0.0,1.0,0.0,2,4,5,5,0.0,1,2,0,0,9,0,0,0,0,9,9,4,1,5,9,3,5,4,0,0,6,1,0,4,6,0,0,0,8,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
340,2,0,0,8,0,5,9,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,6,1.0,2,6,0,0,9,0,9,0,0,4,9,7,1,5,9,0,4,6,1,3,6,0,0,1,7,0,0,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
341,6,0,0,3,0,2,7,8,7,3,1.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,0.0,2,2,0,0,9,0,0,0,0,8,9,4,0,6,9,2,5,4,1,0,7,0,0,0,9,0,1,0,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
342,0,0,0,5,0,2,9,8,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0,5,6,5,0.0,2,0,1,0,0,0,0,0,0,4,7,6,4,7,9,0,5,7,1,1,6,0,0,1,8,0,0,0,5,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1100
343,0,0,3,9,0,2,2,8,7,5,0.0,0.0,1.0,0.0,0.0,0.0,1,1,5,6,0.0,3,3,0,3,9,0,8,0,0,7,9,3,2,5,9,2,3,5,1,1,5,0,0,1,8,0,0,0,7,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
344,2,8,0,5,0,0,9,7,6,4,0.0,1.0,0.0,0.0,0.0,0.0,2,6,6,5,0.0,1,3,0,1,9,0,0,0,0,8,9,4,1,6,9,1,4,6,2,1,7,0,0,2,8,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
345,6,3,0,0,0,4,0,7,8,4,0.0,1.0,0.0,0.0,0.0,1.0,0,5,6,5,0.0,1,3,0,1,9,0,0,0,0,8,8,4,0,6,9,1,4,5,2,0,7,0,0,1,9,0,0,0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
346,0,0,0,0,2,0,9,8,6,4,0.0,0.0,1.0,0.0,0.0,0.0,1,4,5,3,1.0,1,0,1,0,0,0,3,0,9,8,5,3,1,6,9,2,5,5,1,2,7,0,0,1,5,0,0,0,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
347,0,0,0,0,2,1,1,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,4,1.0,3,2,0,0,7,0,5,0,0,8,4,2,2,6,9,1,4,5,0,0,5,0,0,4,5,0,1,2,5,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100
348,0,0,3,2,3,0,9,6,6,3,0.0,0.0,0.0,0.0,0.0,0.0,5,4,4,4,1.0,1,1,1,0,9,0,3,0,0,8,9,5,1,6,9,1,2,5,0,0,3,0,0,3,4,0,0,0,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
349,6,0,0,9,2,0,9,7,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0,4,6,6,0.0,1,0,2,0,0,0,0,0,9,9,9,1,0,5,9,3,2,5,4,0,6,0,0,1,7,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
350,0,9,2,0,0,0,9,7,6,4,1.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,0.0,1,2,0,0,9,0,0,0,0,8,9,2,1,5,9,5,7,3,0,0,6,0,0,3,8,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
351,0,0,7,0,0,0,9,7,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0,2,5,4,0.0,1,2,0,0,8,0,0,0,0,8,6,8,2,6,9,0,5,5,0,0,9,0,0,1,8,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
352,9,0,2,1,0,0,9,7,7,3,1.0,0.0,0.0,1.0,0.0,0.0,0,3,4,3,0.0,1,2,0,0,9,0,9,0,0,8,6,5,0,6,9,2,6,4,3,0,3,1,0,3,8,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
353,0,0,5,0,0,0,9,8,7,3,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,4,1.0,1,3,2,0,9,0,0,0,0,8,8,5,0,3,9,3,4,2,2,1,7,3,0,2,7,0,2,0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
354,0,0,0,0,0,2,3,7,6,4,0.0,1.0,0.0,0.0,0.0,0.0,2,2,3,5,0.0,1,3,0,0,9,0,5,0,0,9,4,2,1,6,9,0,5,6,0,0,4,0,0,3,6,0,0,0,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
355,0,0,9,0,7,2,0,8,6,4,0.0,0.0,0.0,0.0,1.0,0.0,1,2,4,4,0.0,1,2,0,0,9,0,0,0,0,9,9,6,1,7,9,1,9,6,1,0,9,0,0,2,7,0,0,0,4,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
356,0,0,1,0,4,1,1,8,6,3,0.0,0.0,1.0,0.0,0.0,0.0,2,3,5,4,1.0,1,1,1,0,7,1,1,0,0,9,6,3,0,5,9,0,5,5,1,0,8,0,0,4,5,0,1,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
